taxonKey	year_2022_em_status_occs_Flanders	year_2022_em_status_occupancy_Flanders	year_2022_em_status_occs_FlandersNatura2000	year_2022_em_status_occupancy_FlandersNatura2000	year_2023_em_status_occs_Flanders	year_2023_em_status_occupancy_Flanders	year_2023_em_status_occs_FlandersNatura2000	year_2023_em_status_occupancy_FlandersNatura2000	year_2024_em_status_occs_Flanders	year_2024_em_status_occupancy_Flanders	year_2024_em_status_occs_FlandersNatura2000	year_2024_em_status_occupancy_FlandersNatura2000	mean_growth	taxonName	class	clasKey	kingdom
2928034	1	1			2	2			1	1				Nemophila maculata Benth. ex Lindl.	Magnoliopsida	220	Plantae
2928226	3	2	3	0	3	2	3	0	3	0	3	0	1.4206703807437338	Phacelia tanacetifolia Benth.	Magnoliopsida	220	Plantae
2928238	3	3			2	2			2	1				Phacelia campanularia A.Gray	Magnoliopsida	220	Plantae
2928538	1	1			1	1			1	1			0.8385916331367286	Ipomoea hederacea Jacq.	Magnoliopsida	220	Plantae
2928576	3	3	3	2	3	3	3	2	3	3	2	2	1.2106326829355627	Ipomoea purpurea (L.) Roth	Magnoliopsida	220	Plantae
2928668	3	3			1	1			1	1				Dichondra argentea Humb. & Bonpl. ex Willd.	Magnoliopsida	220	Plantae
2928751	3	3	3	3	3	3	3	3	3	3	3	3	1.233623378167214	Datura stramonium L.	Magnoliopsida	220	Plantae
2928755	1	1			1	1			1	1			0.7856591189955944	Datura innoxia Mill.	Magnoliopsida	220	Plantae
2928759	3	3			1	1			1	1				Nicotiana langsdorffii Weinm.	Magnoliopsida	220	Plantae
2928761	1	1	3	2	1	1	3	3	1	1	2	2	0.7892395955742453	Nicotiana alata Link & Otto	Magnoliopsida	220	Plantae
2928767	0	2			0	2			0	2			0.7654595787313151	Nicotiana sylvestris Speg.	Magnoliopsida	220	Plantae
2928774	1	1			1	1			1	1			0.888158450597792	Nicotiana tabacum L.	Magnoliopsida	220	Plantae
2928775	1	2			1	2			1	2			0.7340153142187154	Nicotiana rustica L.	Magnoliopsida	220	Plantae
2928835	3	3	3	3	3	3	3	3	3	3	3	3	1.1507474133159932	Lycium barbarum L.	Magnoliopsida	220	Plantae
2928859	3	3	3	3	3	3	3	3	3	3	3	3	1.1988812014389154	Petunia ×atkinsiana D.Don ex Loudon	Magnoliopsida	220	Plantae
2929505	1	1			1	1			1	1			0.9717129397206478	Solanum villosum Mill.	Magnoliopsida	220	Plantae
2929800	1	3	1	1	1	3	1	1	1	3	3	3	0.940957941018329	Solanum angustifolium Houst. ex Mill.	Magnoliopsida	220	Plantae
2930137	3	3	3	3	3	3	3	3	3	3	3	3	1.1172774807006416	Solanum lycopersicum L.	Magnoliopsida	220	Plantae
2930222	1	1			1	1			1	1			0.7905779536983568	Solanum americanum Mill.	Magnoliopsida	220	Plantae
2930262	3	3	1	1	3	3	1	1	3	1	1	1	1.0210884006047622	Solanum tuberosum L.	Magnoliopsida	220	Plantae
2930805	1	3	1	1	1	3	1	1	1	3	1	1	0.9456617237501769	Solanum sarrachoides Sendtn.	Magnoliopsida	220	Plantae
2931104	3	3			2	1			3	3				Solanum pseudocapsicum L.	Magnoliopsida	220	Plantae
2931237	3	3	3	3	3	3	3	3	3	3	3	3	1.077577136380709	Solanum triflorum Nutt.	Magnoliopsida	220	Plantae
2932147	1	3	1	1	1	3	1	1	1	3	1	1	0.9846399869627708	Solanum nitidibaccatum Bitter	Magnoliopsida	220	Plantae
2932184	0	1			0	1			0	1			0.6998720160923644	Solanum sisymbriifolium Lam.	Magnoliopsida	220	Plantae
2932872	3	3	1	3	3	3	1	1	3	3	1	1	1.019514989046131	Solanum decipiens Opiz	Magnoliopsida	220	Plantae
2932944	1	2			1	2			1	2			0.7658805786070332	Capsicum annuum L.	Magnoliopsida	220	Plantae
2943190	3	1			1	1			2	1				Caragana arborescens Lam.	Magnoliopsida	220	Plantae
2947311	2	2			2	2			2	2				Cicer arietinum L.	Magnoliopsida	220	Plantae
2956441	3	3	2	3	3	3	3	3	3	3	1	3	1.0143312222193375	Colutea ×media Willd.	Magnoliopsida	220	Plantae
2959443	3	0	3	2	3	0	2	2	3	0	2	2	1.020204039892697	Gleditsia triacanthos L.	Magnoliopsida	220	Plantae
2963569	1	3			1	1			1	2			0.7827497331448452	Styphnolobium japonicum (L.) Schott	Magnoliopsida	220	Plantae
2963817	1	3	0	1	1	3	0	1	1	3	0	1	0.8453310815997482	Lupinus luteus L.	Magnoliopsida	220	Plantae
2964025	3	3	3	3	3	3	3	2	3	3	3	3	1.0741893635065651	Lupinus angustifolius L.	Magnoliopsida	220	Plantae
2964355	3	3	3	3	3	3	3	3	3	3	3	3	1.2700310164756778	Lupinus polyphyllus Lindl.	Magnoliopsida	220	Plantae
2965331	3	3	3	3	3	3	3	3	3	3	3	3	1.286538477048067	Medicago ×varia Martyn	Magnoliopsida	220	Plantae
2965354	1	0	1	1	1	0	1	1	1	0	1	0	0.8885487241899571	Medicago falcata L.	Magnoliopsida	220	Plantae
2965531	1	0	0	0	1	0	0	0	1	0	0	0	0.802356294817376	Medicago polymorpha L.	Magnoliopsida	220	Plantae
2971016	3	1			3	1			3	1			1.0194087988794904	Melilotus indicus (L.) All.	Magnoliopsida	220	Plantae
2971024	1	1			1	1			3	3				Melilotus officinalis (L.) Pallas	Magnoliopsida	220	Plantae
2971095	3	3	3	3	3	3	3	3	3	3	3	3	1.186454743399894	Melilotus albus Medik.	Magnoliopsida	220	Plantae
2972595	3	3	0	3	3	3	0	3	3	3	0	3	1.273021965451505	Onobrychis viciifolia Scop.	Magnoliopsida	220	Plantae
2974753	0	1	0	1	0	1	0	1	0	1	0	1	0.7695310524334904	Vicia lutea L.	Magnoliopsida	220	Plantae
2974811	3	1			3	2			3	3			1.064506710284376	Vicia pannonica Crantz	Magnoliopsida	220	Plantae
2974832	3	3	3	3	3	3	3	3	3	3	3	3	1.1840524596222644	Vicia faba L.	Magnoliopsida	220	Plantae
2974921	1	1	1	0	1	1	1	0	1	1	1	0	0.8848149984933926	Vicia villosa subsp. varia (Host) Corb.	Magnoliopsida	220	Plantae
2975132	1	1			1	1			2	3				Vicia narbonensis L.	Magnoliopsida	220	Plantae
2975309	1	1			1	1			1	1			0.8684530145844018	Vicia bithynica (L.) L.	Magnoliopsida	220	Plantae
2975667	3	3	3	3	3	3	3	3	3	3	3	3	1.2991340320650338	Galega officinalis L.	Magnoliopsida	220	Plantae
2984366	2	3	3	3	2	3	3	3	0	3	3	3	1.0758932149325577	Soleirolia soleirolii (Req.) Dandy	Magnoliopsida	220	Plantae
2984492	1	1			1	1			2	2				Celtis australis L.	Magnoliopsida	220	Plantae
2984532	0	3	3	3	0	2	1	1	0	2	1	1	0.4413968549579731	Zelkova serrata (Thunb.) Makino	Magnoliopsida	220	Plantae
2984676	1	0	1	1	1	0	1	1	1	0	1	1	0.9706362993502348	Pachysandra terminalis Siebold & Zucc.	Magnoliopsida	220	Plantae
2985863	1	1			1	1			1	1			0.7323670309540292	Hylotelephium spectabile (Boreau) H.Ohba	Magnoliopsida	220	Plantae
2985949	1	1	1	3	1	1	1	3	1	1	1	3	0.8397616430947664	Sempervivum tectorum L.	Magnoliopsida	220	Plantae
2985964	2	2	3	3	2	2	2	2	2	2	3	3		Deutzia gracilis Siebold & Zucc.	Magnoliopsida	220	Plantae
2985965	3	3	1	3	3	3	1	3	3	3	1	3	1.0579630012569183	Deutzia scabra Thunb.	Magnoliopsida	220	Plantae
2985994	3	3			3	3			2	2				Hydrangea macrophylla (Thunb.) Ser.	Magnoliopsida	220	Plantae
2985995	1	1			1	1			3	3				Hydrangea paniculata Siebold	Magnoliopsida	220	Plantae
2986045	1	3	1	3	1	3	1	3	1	3	1	3	0.9963734458254784	Philadelphus coronarius L.	Magnoliopsida	220	Plantae
2986111	1	3	1	3	1	3	1	3	1	3	1	3	0.9819886631069428	Ribes aureum Pursh	Magnoliopsida	220	Plantae
2986130	3	3	3	3	3	3	3	3	3	3	3	3	1.1281506095550438	Ribes sanguineum Pursh	Magnoliopsida	220	Plantae
2986184	3	3	1	1	3	3	1	1	3	3	1	1	1.0232403768255418	Ribes alpinum L.	Magnoliopsida	220	Plantae
2988188	3	3	3	3	3	3	3	3	3	3	3	3	1.0616529278507891	Pyracantha coccinea M.Roem.	Magnoliopsida	220	Plantae
2988354	3	3	0	3	3	3	0	1	3	3	0	1	1.10480182144906	Physocarpus opulifolius (L.) Maxim.	Magnoliopsida	220	Plantae
2992543	1	1	1	3	1	1	3	3	1	1	3	3	0.9551457207956907	Rubus laciniatus Willd.	Magnoliopsida	220	Plantae
2993761	1	1			1	1			1	1			0.9583422836636915	Rubus spectabilis Pursh	Magnoliopsida	220	Plantae
2994229	1	1	1	1	1	1	1	1	3	3	3	3		Rubus nutkanus Moc. ex Ser.	Magnoliopsida	220	Plantae
2994912	1	0			1	0			1	0			0.951782865639257	Rubus odoratus L.	Magnoliopsida	220	Plantae
2995149	3	3	1	3	3	3	1	3	3	3	1	3	1.1609301098137406	Rubus phoenicolasius Maxim.	Magnoliopsida	220	Plantae
2996525	3	3	3	3	3	3	3	3	3	3	3	3	1.045910658940852	Rubus armeniacus Focke	Magnoliopsida	220	Plantae
3000406	2	1			1	1			1	1				Stranvaesia davidiana Decne.	Magnoliopsida	220	Plantae
3000610	1	0	1	3	1	0	1	3	1	0	1	3	0.9855596071252924	Chaenomeles japonica (Thunb.) Lindl. ex Spach	Magnoliopsida	220	Plantae
3000679	2	3			3	3			2	3				Chaenomeles speciosa (Sweet) Nakai	Magnoliopsida	220	Plantae
3001244	3	3	1	3	3	3	1	3	3	3	1	3	1.02610384309622	Malus domestica (Suckow) Borkh.	Magnoliopsida	220	Plantae
3003244	3	3	1	0	3	3	1	0	3	3	1	0	1.0862062745138406	Rosa multiflora Thunb.	Magnoliopsida	220	Plantae
3003709	1	3			1	3			1	3			0.891161896637847	Rosa glauca Pourr.	Magnoliopsida	220	Plantae
3003979	3	3	3	3	3	3	3	3	3	3	3	3	1.2835388567414605	Rosa rugosa Thunb.	Magnoliopsida	220	Plantae
3012089	3	3	3	3	3	3	3	3	3	3	3	3	1.1547811476076222	Sorbaria sorbifolia (L.) A.Braun	Magnoliopsida	220	Plantae
3020871	0	0	3	3	0	0	3	3	0	0	3	1	0.7636133880721391	Prunus lusitanica L.	Magnoliopsida	220	Plantae
3021496	3	3	3	3	3	3	3	3	3	3	3	1	1.124443827057128	Prunus laurocerasus L.	Magnoliopsida	220	Plantae
3021730	3	3	3	3	3	3	3	3	3	3	3	3	1.1576824356147013	Prunus cerasifera Ehrh.	Magnoliopsida	220	Plantae
3021850	3	3	3	3	3	3	3	3	3	3	3	3	1.1048652434845954	Prunus serotina Ehrh.	Magnoliopsida	220	Plantae
3021922	3	3	3	3	3	3	3	3	3	3	3	3	1.1680233945559477	Prunus cerasus L.	Magnoliopsida	220	Plantae
3022203	3	3	1	1	3	3	1	1	3	3	1	1	1.282152017248956	Prunus ×fruticans Weihe	Magnoliopsida	220	Plantae
3022668	1	1			1	1			2	2				Prunus virginiana L.	Magnoliopsida	220	Plantae
3024109	3	3	3	3	3	3	3	3	3	3	1	3	1.0447766596610675	Amelanchier ×lamarckii F.G.Schroed.	Magnoliopsida	220	Plantae
3025617	1	1	1	1	1	1	1	1	1	1	1	1	0.9711025616057676	Cotoneaster horizontalis Decne.	Magnoliopsida	220	Plantae
3025858	1	1			1	1			1	1			0.6844733423558963	Cotoneaster ambiguus Rehder & E.H.Wilson	Magnoliopsida	220	Plantae
3025896	1	0	3	1	1	0	2	1	1	0	2	1	0.8426267462643175	Cotoneaster dielsianus E.Pritz.	Magnoliopsida	220	Plantae
3026040	0	0	1	1	0	0	1	1	0	0	1	1	0.4603848089946105	Cotoneaster ×suecicus G.Klotz	Magnoliopsida	220	Plantae
3026049	2	2			1	1			1	1				Cotoneaster dammeri C.K.Schneid.	Magnoliopsida	220	Plantae
3026074	1	1	1	1	1	1	1	1	1	1	1	1	0.9234217096331735	Cotoneaster salicifolius Franch.	Magnoliopsida	220	Plantae
3026092	1	3	0	3	1	1	0	1	1	1	0	1	0.7933640549107729	Cotoneaster hjelmqvistii Flinck & B.Hylmö	Magnoliopsida	220	Plantae
3026162	1	3	0	3	1	2	0	2	1	2	0	2	0.8889870422043714	Cotoneaster franchetii Boiss.	Magnoliopsida	220	Plantae
3026294	3	3	3	3	3	3	3	3	3	3	3	3	1.0596782136470435	Cotoneaster bullatus Bois ex Bilm. & Bois	Magnoliopsida	220	Plantae
3026334	1	1	1	2	1	1	1	2	1	1	1	1	0.8529701062254242	Cotoneaster divaricatus Rehder & E.H.Wilson	Magnoliopsida	220	Plantae
3026454	1	1	1	1	1	1	1	1	1	1	1	1	0.8876845362819363	Spiraea salicifolia L.	Magnoliopsida	220	Plantae
3026585	3	3	3	3	3	3	3	3	3	3	3	3	1.1551789371450654	Spiraea alba Du Roi	Magnoliopsida	220	Plantae
3026622	1	3	1	1	1	3	2	3	1	3	3	3	0.8784907678969265	Spiraea ×vanhouttei (Briot) Zabel	Magnoliopsida	220	Plantae
3026819	0	1	1	1	0	1	1	1	0	1	1	1	0.7493662135175152	Spiraea tomentosa L.	Magnoliopsida	220	Plantae
3027159	1	0	0	0	1	0	0	0	1	0	0	0	0.8514247353035465	Spiraea douglasii Hook.	Magnoliopsida	220	Plantae
3028528	0	0	0	0	0	0	0	0	0	0	0	0	0.6702227805994607	Alchemilla mollis (Buser) Rothm.	Magnoliopsida	220	Plantae
3029912	0	2			0	2			0	1			0.7521234216796227	Fragaria ×ananassa (Weston) Rozier	Magnoliopsida	220	Plantae
3031774	1	3	1	3	1	3	1	3	1	3	1	3	0.9813260753259249	Mespilus germanica L.	Magnoliopsida	220	Plantae
3032442	1	1	1	1	1	1	1	1	2	3	2	3		Rhodotypos scandens (Thunb.) Makino	Magnoliopsida	220	Plantae
3032611	1	2			1	1			1	2			0.6427195552074654	Darmera peltata (Torr. ex Benth.) Voss	Magnoliopsida	220	Plantae
3032653	2	1	1	1	1	1	1	1	2	1	3	3		Heuchera sanguinea Engelm.	Magnoliopsida	220	Plantae
3032698	3	3	3	3	3	3	3	3	3	3	3	3	1.1301891759207632	Tellima grandiflora (Pursh) Douglas ex Lindl.	Magnoliopsida	220	Plantae
3033077	1	0	1	0	1	0	1	0	1	0	1	0	0.9597821998585795	Aucuba japonica Thunb.	Magnoliopsida	220	Plantae
3033227	3	3	3	3	3	3	3	3	3	3	3	3	1.2180263939972527	Eranthis hyemalis (L.) Salisb.	Magnoliopsida	220	Plantae
3033242	3	3	3	0	3	3	1	0	3	3	1	0	1.1685040481319156	Anemone blanda Schott & Kotschy	Magnoliopsida	220	Plantae
3033261	1	3			1	3			1	3			0.9520294287700835	Anemone coronaria L.	Magnoliopsida	220	Plantae
3033289	1	3			1	1			1	1				Trollius europaeus L.	Magnoliopsida	220	Plantae
3033434	0	2			0	1			0	2			0.7129458608194841	Ranunculus parviflorus L.	Magnoliopsida	220	Plantae
3033518	3	3	1	1	3	3	1	1	3	3	1	1	1.098552841978271	Clematis viticella L.	Magnoliopsida	220	Plantae
3033535	2	2			1	1			2	2				Clematis tangutica (Maxim.) Korsh.	Magnoliopsida	220	Plantae
3033833	3	3	3	3	3	3	3	3	3	3	3	3	1.0978379663565212	Delphinium ajacis L.	Magnoliopsida	220	Plantae
3033865	3	3	3	3	3	3	3	3	3	3	3	3	1.3304213159214984	Mahonia aquifolium (Pursh) Nutt.	Magnoliopsida	220	Plantae
3033896	3	3	1	3	3	3	1	3	3	3	1	3	1.0799008284357323	Berberis thunbergii DC.	Magnoliopsida	220	Plantae
3033965	3	3			2	2			3	3				Akebia quinata (Houtt.) Decne.	Magnoliopsida	220	Plantae
3034015	0	0	3	2	0	0	1	1	0	0	3	3	0.8390100071645277	Laurus nobilis L.	Magnoliopsida	220	Plantae
3034046	1	1			3	3			3	3				Persea americana Mill.	Magnoliopsida	220	Plantae
3034182	3	3	3	1	3	3	3	1	3	3	3	1	1.1479706201681332	Ammi majus L.	Magnoliopsida	220	Plantae
3034393	3	3	3	3	3	3	3	3	3	3	3	3	1.0737452972891572	Eryngium planum L.	Magnoliopsida	220	Plantae
3034646	1	0	1	0	1	0	1	0	1	0	1	0	0.8787482739694045	Anethum graveolens L.	Magnoliopsida	220	Plantae
3034681	3	3	1	3	3	3	1	3	3	3	1	3	1.0650509842783928	Myrrhis odorata (L.) Scop.	Magnoliopsida	220	Plantae
3034782	2	0	1	1	2	0	1	1	2	0	1	1		Smyrnium olusatrum L.	Magnoliopsida	220	Plantae
3034825	3	3	3	3	3	3	3	3	3	3	3	3	1.064934131692409	Heracleum mantegazzianum Sommier & Levier	Magnoliopsida	220	Plantae
3034871	3	3			3	3			1	3			1.0141867995404483	Coriandrum sativum L.	Magnoliopsida	220	Plantae
3034915	1	0	1	2	1	0	1	1	1	0	1	1	0.896919215357678	Astrantia major L.	Magnoliopsida	220	Plantae
3034922	3	3	3	3	3	3	3	3	3	3	3	3	1.1513274679528125	Foeniculum vulgare Mill.	Magnoliopsida	220	Plantae
3036033	2	1	1	1	2	1	2	2	2	1	2	2		Hedera colchica (K.Koch) K.Koch	Magnoliopsida	220	Plantae
3036892	3	3	3	3	3	1	3	3	3	1	3	3	1.0641170320193756	Aralia elata (Miq.) Seem.	Magnoliopsida	220	Plantae
3039046	2	2	1	1	2	2	1	1	2	2	2	3		Fatsia japonica (Thunb.) Decne. & Planch.	Magnoliopsida	220	Plantae
3039194	3	3	3	3	3	3	3	3	3	3	3	3	1.1164761388086129	Parthenocissus quinquefolia (L.) Planch.	Magnoliopsida	220	Plantae
3039203	0	1	1	1	0	1	1	1	0	1	1	1	0.8466808742499419	Parthenocissus inserta (A.Kern.) Fritsch	Magnoliopsida	220	Plantae
3039209	3	3	1	3	3	3	1	3	3	3	1	3	1.1366786195157248	Parthenocissus tricuspidata (Siebold & Zucc.) Planch.	Magnoliopsida	220	Plantae
3039267	3	3	3	3	3	3	3	3	3	3	3	3	1.1804897406787693	Elaeagnus umbellata Thunb.	Magnoliopsida	220	Plantae
3039269	3	3	3	3	3	3	3	3	3	3	3	3	1.9552102443084658	Elaeagnus angustifolia L.	Magnoliopsida	220	Plantae
3039270	1	1	2	3	1	1	2	3	1	1	1	1	0.868426015298544	Elaeagnus pungens Thunb.	Magnoliopsida	220	Plantae
3040184	1	1			1	1			1	1			0.8727010008978143	Populus balsamifera L.	Magnoliopsida	220	Plantae
3040185	3	3	3	3	3	3	3	3	3	3	3	3	1.1141554226443988	Populus ×canescens (Aiton) Sm.	Magnoliopsida	220	Plantae
3040233	3	3	3	3	3	3	3	3	3	3	3	3	1.0935990635496788	Populus alba L.	Magnoliopsida	220	Plantae
3040254	3	0	1	1	1	0	1	1	2	0	1	1		Reseda alba L.	Magnoliopsida	220	Plantae
3040999	2	2	1	2	2	2	1	2	2	2	1	2		Raphanus raphanistrum subsp. landra (Moretti ex DC.) Bonnier & Layens	Magnoliopsida	220	Plantae
3041022	3	3	3	3	3	3	3	3	3	3	3	3	1.200883308545991	Armoracia rusticana P.Gaertn., B.Mey. & Scherb.	Magnoliopsida	220	Plantae
3042291	3	3	3	3	3	3	3	3	3	3	3	3	1.3161607430802267	Hesperis matronalis L.	Magnoliopsida	220	Plantae
3042636	0	0	0	0	0	0	0	0	0	0	0	0	0.8702908206156331	Brassica napus L.	Magnoliopsida	220	Plantae
3042751	1	1			1	1			1	1			0.8466709859906094	Brassica juncea (L.) Czern.	Magnoliopsida	220	Plantae
3042845	1	3	1	3	1	3	1	3	1	3	1	3	0.9734533749967883	Brassica oleracea L.	Magnoliopsida	220	Plantae
3045803	3	3	2	3	1	1	1	1	1	2	2	3		Cardamine graeca L.	Magnoliopsida	220	Plantae
3046015	1	3	2	3	1	3	1	1	1	3	2	2	0.9825247651230598	Cardamine corymbosa Hook.f.	Magnoliopsida	220	Plantae
3046736	3	3	3	3	1	3	3	3	1	1	3	3	1.0066109422973	Sisymbrium altissimum L.	Magnoliopsida	220	Plantae
3046812	1	3	1	3	1	3	1	3	1	3	1	3	0.9991565362617774	Sisymbrium orientale L.	Magnoliopsida	220	Plantae
3046851	1	1			1	1			1	1			0.8254223352055003	Sisymbrium irio L.	Magnoliopsida	220	Plantae
3046875	1	1			1	1			0	1			0.8107882640239398	Sisymbrium loeselii L.	Magnoliopsida	220	Plantae
3046929	1	1	0	1	1	1	0	1	1	1	0	1	0.8784866074466096	Sisymbrium chrysanthum Jord.	Magnoliopsida	220	Plantae
3047621	3	3	3	3	3	3	3	3	3	3	3	3	1.5007644654138854	Sinapis alba L.	Magnoliopsida	220	Plantae
3048203	3	3	3	3	3	3	3	3	3	3	3	3	1.2336014521873886	Erysimum cheiri (L.) Crantz	Magnoliopsida	220	Plantae
3048532	3	3	3	3	3	3	3	3	2	2	2	2		Erysimum marshallii Bois	Magnoliopsida	220	Plantae
3050364	3	1			3	3			3	3			1.0350847179853	Bunias orientalis L.	Magnoliopsida	220	Plantae
3050595	3	3	3	3	3	3	3	3	3	3	3	3	1.043104804636931	Hirschfeldia incana (L.) Lagr.-Foss.	Magnoliopsida	220	Plantae
3053406	3	3	1	1	3	3	1	1	3	3	1	1	1.10583136299928	Rorippa austriaca (Crantz) Besser	Magnoliopsida	220	Plantae
3053522	3	3	3	3	3	3	3	3	3	3	3	3	1.2622187008808643	Berteroa incana (L.) DC.	Magnoliopsida	220	Plantae
3054110	3	3			3	3			3	3			1.0558787846416398	Aubrieta columnae Guss.	Magnoliopsida	220	Plantae
3054117	0	0			0	0			0	0			0.2896698241430991	Aubrieta deltoidea (L.) DC.	Magnoliopsida	220	Plantae
3054357	3	3	0	3	3	3	0	1	3	3	0	1	1.1789218786204716	Juglans nigra L.	Magnoliopsida	220	Plantae
3054368	3	3	3	3	3	3	3	3	3	3	3	3	1.175550782753826	Juglans regia L.	Magnoliopsida	220	Plantae
3064056	3	3	3	2	3	3	3	2	3	3	3	3	1.1238060685370255	Euphorbia palustris L.	Magnoliopsida	220	Plantae
3064221	3	3	2	2	3	3	1	1	3	3	3	3	1.037235440183562	Euphorbia serpens Kunth	Magnoliopsida	220	Plantae
3064282	1	1			1	1			1	1			0.7725169236444576	Euphorbia tommasiniana Bertol.	Magnoliopsida	220	Plantae
3064669	0	0	1	2	0	0	1	3	0	0	1	1	0.5005405647108193	Euphorbia myrsinites L.	Magnoliopsida	220	Plantae
3065244	1	2	1	1	1	2	3	3	1	2	3	2	0.7971481435832264	Euphorbia amygdaloides subsp. robbiae (Turrill) Stace	Magnoliopsida	220	Plantae
3066965	3	3	3	3	3	3	3	3	3	3	3	3	1.2537650660758923	Euphorbia lathyris L.	Magnoliopsida	220	Plantae
3067054	3	2			2	2			3	2				Euphorbia humifusa Willd.	Magnoliopsida	220	Plantae
3067119	3	3	3	3	3	3	3	3	3	3	3	3	1.3411268588227683	Euphorbia maculata L.	Magnoliopsida	220	Plantae
3067353	3	3	3	3	3	3	3	3	3	3	3	3	1.3704339496820357	Euphorbia characias L.	Magnoliopsida	220	Plantae
3067891	3	3	2	2	3	1	1	2	3	1	1	1	1.1455184648553924	Euphorbia prostrata Aiton	Magnoliopsida	220	Plantae
3069460	3	3	1	1	3	3	2	2	3	3	3	3	1.1239171766884182	Euphorbia oblongata Griseb.	Magnoliopsida	220	Plantae
3082244	3	3	3	3	3	3	3	3	3	3	3	3	1.1741185443885076	Cornus sericea L.	Magnoliopsida	220	Plantae
3082274	1	1			3	3			3	3				Cornus kousa Bürger ex Hance	Magnoliopsida	220	Plantae
3082279	1	1	1	1	1	1	1	1	1	1	1	1		Ceratostigma plumbaginoides Bunge	Magnoliopsida	220	Plantae
3082297	1	1			1	1			1	1				Limonium sinuatum (L.) Mill.	Magnoliopsida	220	Plantae
3083488	1	1			1	1			1	1				Paeonia officinalis L.	Magnoliopsida	220	Plantae
3083647	0	3	2	2	0	1	2	2	0	1	3	2	0.6521447991701212	Spinacia oleracea L.	Magnoliopsida	220	Plantae
3083680	0	0	1	1	0	0	1	1	0	0	1	1	0.5950705804144389	Atriplex micrantha Ledeb.	Magnoliopsida	220	Plantae
3083761	3	3	0	2	3	3	0	1	3	3	0	2	1.2246328755803995	Atriplex hortensis L.	Magnoliopsida	220	Plantae
3083920	0	0			0	0			0	0			0.7623383378938549	Chenopodium berlandieri Moq.	Magnoliopsida	220	Plantae
3083975	3	3	3	3	3	3	3	3	3	3	3	3	1.1219686107190803	Corispermum pallasii Steven	Magnoliopsida	220	Plantae
3084015	3	3	3	3	3	3	3	3	3	3	3	3	1.3081587290752845	Phytolacca americana L.	Magnoliopsida	220	Plantae
3084022	3	3	3	3	3	3	3	3	3	3	3	3	1.3837414601697478	Phytolacca acinosa Roxb.	Magnoliopsida	220	Plantae
3084719	3	3	3	3	3	3	3	3	3	3	3	3	1.3194291820307409	Portulaca oleracea L.	Magnoliopsida	220	Plantae
3084742	3	3	3	3	3	3	3	3	3	3	3	3	1.1114503725727674	Claytonia sibirica L.	Magnoliopsida	220	Plantae
3085357	0	0	1	1	0	0	1	1	0	0	3	1	0.7204677824836625	Saponaria ocymoides L.	Magnoliopsida	220	Plantae
3085360	3	3	3	3	3	3	3	3	3	3	3	3	1.2727517834575297	Saponaria officinalis L.	Magnoliopsida	220	Plantae
3085381	3	3	1	1	3	3	1	1	3	3	1	1	1.1761459892600217	Polycarpon tetraphyllum (L.) L.	Magnoliopsida	220	Plantae
3085420	1	2	3	3	1	2	1	1	1	2	3	2	0.7028545995736147	Dianthus caryophyllus L.	Magnoliopsida	220	Plantae
3085421	3	3	3	3	3	3	1	1	3	3	1	1	1.4066836170123753	Dianthus barbatus L.	Magnoliopsida	220	Plantae
3085438	3	3	1	3	3	3	1	3	3	3	1	3	1.0678179758465025	Cerastium tomentosum L.	Magnoliopsida	220	Plantae
3085623	3	3	3	3	3	3	3	3	3	3	3	3	1.3079927661410276	Petrorhagia saxifraga (L.) Link	Magnoliopsida	220	Plantae
3086240	0	0	1	1	0	0	1	1	0	0	1	1	0.7483579053541732	Mirabilis jalapa L.	Magnoliopsida	220	Plantae
3088310	3	3	3	3	3	1	3	1	3	1	3	1	1.1387246352570786	Petasites japonicus (Siebold & Zucc.) Maxim.	Magnoliopsida	220	Plantae
3088481	1	1			1	1			1	1			0.5972292155699359	Tagetes minuta L.	Magnoliopsida	220	Plantae
3088488	2	1			2	1			2	1				Tagetes erecta L.	Magnoliopsida	220	Plantae
3089146	3	3	3	3	3	3	3	3	3	3	3	3	1.2828711886714437	Xanthium orientale L.	Magnoliopsida	220	Plantae
3089154	0	0	0	1	0	0	0	1	0	0	0	1	0.7560704023029978	Xanthium strumarium L.	Magnoliopsida	220	Plantae
3092576	2	2	2	2	1	1	1	1	1	1	2	2		Silphium perfoliatum L.	Magnoliopsida	220	Plantae
3092691	1	1	2	1	1	2	1	2	2	2	1	1		Soliva sessilis Ruiz & Pav.	Magnoliopsida	220	Plantae
3096529	1	0	1	1	1	0	1	1	1	0	3	2	0.953712123609563	Mauranthemum paludosum (Poir.) Vogt & Oberpr.	Magnoliopsida	220	Plantae
3098912	3	3	3	0	3	3	3	0	3	3	3	0	1.2193352409952645	Cosmos bipinnatus Cav.	Magnoliopsida	220	Plantae
3098951	0	0	3	3	0	0	2	2	0	0	2	1	0.46902231537018296	Cosmos sulphureus Cav.	Magnoliopsida	220	Plantae
3101184	1	1			1	1			1	1			0.9228345571480803	Dittrichia viscosa (L.) Greuter	Magnoliopsida	220	Plantae
3101193	3	3	3	2	3	3	2	3	3	3	2	3	1.1754162871873695	Dittrichia graveolens (L.) Greuter	Magnoliopsida	220	Plantae
3103082	3	3	1	1	3	3	1	1	3	3	2	2	1.2976953527330977	Gamochaeta pensylvanica (Willd.) Cabrera	Magnoliopsida	220	Plantae
