taxonKey	countryCode	occurrenceStatus	establishmentMeans	degreeOfEstablishment	pathway	eventDate	source	first_observed
159747407	BE	present	introduced	na	na	2013/2013	https://www.gbif.org/species/159498518: Nandayus nenday (Vieillot, 1823) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2013
159747407	BE	present	introduced	released	pet|publicgardenzooaquaria	2013/2013	https://www.gbif.org/species/159498518: Nandayus nenday (Vieillot, 1823) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2013
159747409	BE	present	introduced	na	na	2018/2018	https://www.gbif.org/species/159498503: Polytelis anthopeplus (Lear, 1831) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2018
159747409	BE	present	introduced	na	na	2018/2023	https://www.gbif.org/species/206094836: Polytelis anthopeplus in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2018
159747409	BE	present	introduced	released	pet|publicgardenzooaquaria	2018/2018	https://www.gbif.org/species/159498503: Polytelis anthopeplus (Lear, 1831) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2018
159747410	BE	present	introduced	na	na	2017/2018	https://www.gbif.org/species/159498504: Polytelis swainsonii (Desmarest, 1826) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2017
159747410	BE	present	introduced	na	na	2017/2018	https://www.gbif.org/species/206097660: Polytelis swainsonii in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2017
159747410	BE	present	introduced	released	pet|publicgardenzooaquaria	2017/2018	https://www.gbif.org/species/159498504: Polytelis swainsonii (Desmarest, 1826) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2017
159747412	BE	present	introduced	na	na	2009/2016	https://www.gbif.org/species/159498515: Agapornis fischeri in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2009
159747412	BE	present	introduced	na	na	2012/2023	https://www.gbif.org/species/206094727: Agapornis fischeri in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2012
159747412	BE	present	introduced	released	pet|publicgardenzooaquaria	2009/2016	https://www.gbif.org/species/159498515: Agapornis fischeri in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2009
159747412	BE	present	introduced	na	na	2012/2022	https://www.gbif.org/species/206094727: Agapornis fischeri in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2012
159747414	BE	present	introduced	na	na	1983/2016	https://www.gbif.org/species/159498514: Agapornis roseicollis (Stanley, 1814) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	1983
159747414	BE	present	introduced	na	na	2009/2014	https://www.gbif.org/species/206112885: Agapornis roseicollis in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2009
159747414	BE	present	introduced	released	pet|publicgardenzooaquaria	1983/2016	https://www.gbif.org/species/159498514: Agapornis roseicollis (Stanley, 1814) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	1983
159747414	BE	present	introduced	na	na	2007/2020	https://www.gbif.org/species/206112885: Agapornis roseicollis in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2007
159747415	BE	present	introduced	na	na	2014/2016	https://www.gbif.org/species/159498513: Agapornis personatus Reichenow, 1887 in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2014
159747415	BE	present	introduced	released	pet|publicgardenzooaquaria	2014/2016	https://www.gbif.org/species/159498513: Agapornis personatus Reichenow, 1887 in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2014
159747415	BE	present	introduced	na	na	2015/2019	https://www.gbif.org/species/206106684: Agapornis personatus in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2015
159747416	BE	present	introduced	na	na	1985/1985	https://www.gbif.org/species/159498516: Agapornis canus (Gmelin, 1788) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	1985
159747416	BE	present	introduced	released	pet|publicgardenzooaquaria	1985/1985	https://www.gbif.org/species/159498516: Agapornis canus (Gmelin, 1788) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	1985
159747419	BE	present	introduced	na	na	1975/2016	https://www.gbif.org/species/159498481: Melopsittacus undulatus (Shaw, 1805) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	1975
159747419	BE	present	introduced	na	na	1975/2023	https://www.gbif.org/species/206111969: Melopsittacus undulatus in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	1975
159747419	BE	present	introduced	released	pet|publicgardenzooaquaria	1975/2016	https://www.gbif.org/species/159498481: Melopsittacus undulatus (Shaw, 1805) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	1975
159747419	BE	present	introduced	na	na	2001/2022	https://www.gbif.org/species/206111969: Melopsittacus undulatus in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2001
159747422	BE	present	introduced	na	na	2017/2017	https://www.gbif.org/species/159498475: Pyrrhura perlata (von Spix, 1824) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2017
159747422	BE	present	introduced	captive	pet|publicgardenzooaquaria	2017/2017	https://www.gbif.org/species/159498475: Pyrrhura perlata (von Spix, 1824) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2017
159747425	BE	present	introduced	na	na	2007/2007	https://www.gbif.org/species/159498500: Amazona ochrocephala (Gmelin, 1788) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2007
159747425	BE	present	introduced	released	pet|publicgardenzooaquaria	2007/2007	https://www.gbif.org/species/159498500: Amazona ochrocephala (Gmelin, 1788) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2007
159747426	BE	present	introduced	na	na	2002/2015	https://www.gbif.org/species/159498501: Amazona amazonica (Linnaeus, 1766) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2002
159747426	BE	present	introduced	released	pet|publicgardenzooaquaria	2002/2015	https://www.gbif.org/species/159498501: Amazona amazonica (Linnaeus, 1766) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2002
159747428	BE	present	introduced	na	na	2015/2016	https://www.gbif.org/species/159498483: Trichoglossus haematodus (Linnaeus, 1771) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2015
159747428	BE	present	introduced	released	pet|publicgardenzooaquaria	2015/2016	https://www.gbif.org/species/159498483: Trichoglossus haematodus (Linnaeus, 1771) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2015
159747433	BE	present	introduced	na	na	2018/2018	https://www.gbif.org/species/159498294: Bucorvus leadbeateri (Vigors, 1825) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2018
159747433	BE	present	introduced	casual	pet|publicgardenzooaquaria	2018/2018	https://www.gbif.org/species/159498294: Bucorvus leadbeateri (Vigors, 1825) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2018
159747433	BE	present	introduced	na	na	2014/2014	https://www.gbif.org/species/206101494: Bucorvus leadbeateri in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2014
159747438	BE	present	introduced	na	pet|publicgardenzooaquaria	2017/2017	https://www.gbif.org/species/159498310: Crinifer zonurus (Rüppell, 1835) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2017
159747438	BE	present	introduced	na	na	2017/2017	https://www.gbif.org/species/206107336: Crinifer zonurus in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2017
159747442	BE	present	introduced	na	na		https://www.gbif.org/species/159498323: Ceryle rudis (Linnaeus, 1758) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	
159747445	BE	present	introduced	na	na	2005/2009	https://www.gbif.org/species/159498325: Dacelo novaeguineae (Hermann, 1783) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2005
159747445	BE	present	introduced	reproducing	pet|publicgardenzooaquaria	2005/2009	https://www.gbif.org/species/159498325: Dacelo novaeguineae (Hermann, 1783) in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	2005
159747445	BE	present	introduced	na	na	2009/2023	https://www.gbif.org/species/206106912: Dacelo novaeguineae in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2009
159747449	BE	present	introduced	na	na		https://www.gbif.org/species/159498320: Coracias abyssinicus Hermann, 1783 in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	
159747453	BE	present	introduced	na	pet|publicgardenzooaquaria		https://www.gbif.org/species/159498437: Scopus umbretta Gmelin, 1789 in Preda C, Adriaens T, Strubbe D, Desmet P, Reyserhove L, Govaert S (2025). Checklist of alien birds of Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/wr3gis	
